"id"|"name"|"description"|"genre"|"image"|"actors"|"country"|"language"|"runtime"|"year"
"2905"|"Anastasia"|"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death."|"Animation, Adventure, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTYwNTA4NzY1N15BMl5BanBnXkFtZTYwODE1NzM5._V1_SX300.jpg"|"Meg Ryan, John Cusack, Kelsey Grammer, Christopher Lloyd"|"USA"|"English, Russian, French"|"94 min"|1997
"2906"|"Sopranos Unauthorized: Shooting Sites Uncovered"|"A documentary hosted by John Fiore with rare bloopers, private home movies and interviews with \"The Sopranos\" cast members James Gandolfini, Jamie-Lynn Sigler, Vincent Curatola, Dan Grimaldi and Vincent Pastore."|"Documentary"|"N/A"|"John Fiore, Marie Ruffolo"|"USA"|"English"|"120 min"|2002
"2907"|"The Indian in the Cupboard"|"On his ninth birthday a boy receives many presents. Two of them first seem to be less important: an old cupboard from his brother and a little Indian figure made of plastic from his best ..."|"Drama, Family, Fantasy"|"http://ia.media-imdb.com/images/M/MV5BMTk0NjQ5NzQxMl5BMl5BanBnXkFtZTcwMDc5NjUyMQ@@._V1_SX300.jpg"|"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins"|"USA"|"English"|"96 min"|1995
"2908"|"Stakeout"|"Two cops have to observe a woman. One of them falls in love with her."|"Comedy, Thriller"|"http://ia.media-imdb.com/images/M/MV5BMTIwOTUzMDAwOF5BMl5BanBnXkFtZTcwNDc0NDAyMQ@@._V1_SX300.jpg"|"Richard Dreyfuss, Emilio Estevez, Madeleine Stowe, Aidan Quinn"|"USA"|"English"|"117 min"|1987
"2909"|"Ghost in the Shell 2: Innocence"|"In the year 2032, Batô, a cyborg detective for the anti-terrorist unit Public Security Section 9, investigates the case of a female robot--one created solely for sexual pleasure--who slaughtered her owner."|"Animation, Drama, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTE5NTgwNzQ2NV5BMl5BanBnXkFtZTYwOTM4MTY3._V1_SX300.jpg"|"Akio Ôtsuka, Atsuko Tanaka, Kôichi Yamadera, Tamio Ôki"|"Japan"|"Japanese, Cantonese, English"|"100 min"|2004
"2910"|"Vampire Hunter D"|"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back."|"Animation, Action, Adventure"|"http://ia.media-imdb.com/images/M/MV5BMTg0NjkzMTM1NF5BMl5BanBnXkFtZTgwMDg1OTA3MjE@._V1_SX300.jpg"|"Hideyuki Tanaka, Ichirô Nagai, Kôichi Yamadera, Megumi Hayashibara"|"Japan, USA"|"English, Japanese"|"103 min"|2000
"2911"|"Bram Stoker's Dracula"|"The vampire comes to England to seduce a visitor's fiancée and inflict havoc in the foreign land."|"Fantasy, Horror, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTYyOTM5NzU3Nl5BMl5BanBnXkFtZTgwOTQxNjAxNzE@._V1_SX300.jpg"|"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves"|"USA"|"English, Romanian, Bulgarian, Latin, Greek"|"128 min"|1992
"2912"|"Fletch Lives"|"After receiving an inheritance in Louisiana, LA reporter Irvin Fletcher heads to the Belle Isle plantation where he gets himself into hilarious trouble."|"Comedy, Mystery, Crime"|"http://ia.media-imdb.com/images/M/MV5BMjAwNzQ1ODU3OV5BMl5BanBnXkFtZTcwNjE0MjAyMQ@@._V1_SX300.jpg"|"Chevy Chase, Hal Holbrook, Julianne Phillips, R. Lee Ermey"|"USA"|"English"|"95 min"|1989
"2913"|"Guys and Dolls"|"In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game."|"Comedy, Musical, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTMzNjcwMjU1NV5BMl5BanBnXkFtZTcwMzA4MTkzNA@@._V1_SX300.jpg"|"Marlon Brando, Jean Simmons, Frank Sinatra, Vivian Blaine"|"USA"|"English"|"150 min"|1955
"2914"|"Jack"|"A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims."|"Action, Crime, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_SX300.jpg"|"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo"|"USA"|"English"|"130 min"|2012
"2915"|"Flight of the Navigator"|"In 1978, a boy is moved 8 years into the future and has an adventure with the alien ship that is responsible for that."|"Adventure, Family, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMjEwMTcwNzU5Nl5BMl5BanBnXkFtZTcwMDM5OTUyMQ@@._V1_SX300.jpg"|"Joey Cramer, Paul Reubens, Cliff De Young, Veronica Cartwright"|"USA, Norway"|"English"|"90 min"|1986
"2916"|"The Man Without a Face"|"Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg"|"Mel Gibson, Nick Stahl, Margaret Whitton, Fay Masterson"|"USA"|"English"|"115 min"|1993
"2917"|"Ghost in the Shell"|"A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master."|"Animation, Action, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMTk2ODE4MDUzNF5BMl5BanBnXkFtZTYwNTI2OTA5._V1_SX300.jpg"|"Atsuko Tanaka, Akio Ôtsuka, Kôichi Yamadera, Yutaka Nakano"|"Japan"|"Japanese"|"83 min"|1995
"2918"|"The Original Latin Kings of Comedy"|"In El Paso, Texas, five of the greatest Latino comics come together on one stage in one unforgettable night of uncut and raw comedy."|"Documentary, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTgwNDI3MzY2NV5BMl5BanBnXkFtZTcwNjI1NTAwMQ@@._V1_SX300.jpg"|"Nayib Estefan, George Lopez, Cheech Marin, Joey Medina"|"USA"|"Spanish, English"|"86 min"|2002
"2919"|"Escaflowne: The Movie"|"A grim retelling of the television series \"The Vision of Escaflowne\"."|"Adventure, Animation, Drama"|"http://ia.media-imdb.com/images/M/MV5BNzA3ODgxNTcwOV5BMl5BanBnXkFtZTYwNjA4NzI5._V1_SX300.jpg"|"Maaya Sakamoto, Tomokazu Seki, Jôji Nakata, Mayumi Iizuka"|"Japan"|"Japanese"|"98 min"|2000
"2920"|"Gundam Wing: The Movie: Endless Waltz"|"After Colony 196, Treize Kushrenada is dead and the 5 young soldiers known as the Gundam pilots have brought peace between Earth and the Colonies through Operation me. Now they move on with..."|"Animation, Action, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTk2NzQ3MDA0M15BMl5BanBnXkFtZTcwMjk0NTE0MQ@@._V1_SX300.jpg"|"Mark Hildreth, Scott McNeil, Kirby Morrow, Brad Swaile"|"Japan"|"English"|"180 min"|1998
"2921"|"The Karate Kid Part II"|"Daniel accompanies his mentor to Okinawa who is off to see his dying father and confront his old rival, while Daniel inadvertently makes an enemy of his own."|"Action, Family, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTg3ODc2Nzc3M15BMl5BanBnXkFtZTYwMDMzNzc5._V1_SX300.jpg"|"Pat Morita, Ralph Macchio, Pat E. Johnson, Bruce Malmuth"|"USA"|"English"|"113 min"|1986
"2922"|"Circle of Friends"|"'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone. The story centers around Benny and Eve as they enter student life at ..."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BNTAwOTIwMjgxMV5BMl5BanBnXkFtZTcwNjQ0MDYyMQ@@._V1_SX300.jpg"|"Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows"|"Ireland, USA, UK"|"English"|"103 min"|1995
"2923"|"Cowboy Bebop: The Movie"|"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit."|"Animation, Action, Crime"|"http://ia.media-imdb.com/images/M/MV5BMTA1ODIxMDYyMzFeQTJeQWpwZ15BbWU2MDUwOTQ5Ng@@._V1_SX300.jpg"|"Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara, Aoi Tada"|"Japan, USA"|"English, Japanese"|"115 min"|2001
"2924"|"The Jewel of the Nile"|"This is the sequel to \"Romancing the Stone\" where Jack and Joan have their yacht and easy life, but are gradually getting bored with each other and this way of life. Joan accepts an ..."|"Action, Adventure, Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTkwNTEyMDE5NV5BMl5BanBnXkFtZTYwNTAyMTU5._V1_SX300.jpg"|"Michael Douglas, Kathleen Turner, Danny DeVito, Spiros Focás"|"USA"|"English, Arabic"|"106 min"|1985
"2925"|"Bedazzled"|"Hopeless dweeb Elliot Richards is granted 7 wishes by the devil to snare Allison, the girl of his dreams, in exchange for his soul."|"Comedy, Fantasy, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTc2ODI5NDg3NF5BMl5BanBnXkFtZTcwMzU4NzgyMQ@@._V1_SX300.jpg"|"Brendan Fraser, Elizabeth Hurley, Frances O'Connor, Miriam Shor"|"USA, Germany"|"English, Spanish, Russian"|"93 min"|2000
"2926"|"Ice Castles"|"A young girl is on top of the world until a tragic accident dashes her hopes and dreams of becoming a world-class figure skater. Only with the help of those who love her can she prove to ..."|"Drama, Romance, Sport"|"http://ia.media-imdb.com/images/M/MV5BNzY1NDE1Mzg0Nl5BMl5BanBnXkFtZTYwMjA3Njg5._V1_SX300.jpg"|"Robby Benson, Lynn-Holly Johnson, Colleen Dewhurst, Tom Skerritt"|"USA"|"English"|"108 min"|1978
"2927"|"Pink Floyd: The Dark Side of the Moon"|"A detailed look at the production of the biggest album in the history of progressive rock and one of the best-selling albums of all time."|"Documentary, Music"|"http://ia.media-imdb.com/images/M/MV5BMTc2MjQzMjE0OV5BMl5BanBnXkFtZTcwMzE1MTIyMQ@@._V1_SX300.jpg"|"Roger Waters, Storm Thorgerson, Nigel Williamson, David Fricke"|"UK"|"English"|"49 min"|2003
"2928"|"An American Tail: Fievel Goes West"|"A family of Emigre mice decide to move out to the west, unaware that they are falling into a trap perpetrated by a smooth talking cat."|"Animation, Adventure, Family"|"http://ia.media-imdb.com/images/M/MV5BMTYzODMxNTUyNF5BMl5BanBnXkFtZTcwMTAwMzQyMQ@@._V1_SX300.jpg"|"Phillip Glasser, James Stewart, Erica Yohn, Cathy Cavadini"|"USA"|"English"|"75 min"|1991
"2929"|"Junior"|"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body."|"Comedy, Romance, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTYwNjA3MTUxMl5BMl5BanBnXkFtZTcwMDk2MjAyMQ@@._V1_SX300.jpg"|"Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella"|"USA"|"English"|"109 min"|1994
"2930"|"Back to the Future Part III"|"Enjoying a peaceable existence in 1885, Doctor Emmet Brown is about to be killed by Buford \"Mad Dog\" Tannen. Marty McFly travels back in time to save his friend."|"Comedy, Sci-Fi, Western"|"http://ia.media-imdb.com/images/M/MV5BMTk3ODgyMTgzNF5BMl5BanBnXkFtZTcwODE3MzYwMg@@._V1_SX300.jpg"|"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson"|"USA"|"English"|"118 min"|1990
"2931"|"Bill Engvall: Here's Your Sign"|"Bill Engvill in a live comic performance."|"Comedy"|"http://ia.media-imdb.com/images/M/MV5BMTgxMTg3NzU3OV5BMl5BanBnXkFtZTcwNjQ4NTYyMQ@@._V1_SX300.jpg"|"Bill Engvall"|"USA"|"English"|"72 min"|2004
"2932"|"The Witches"|"Three single women in a picturesque village have their wishes granted - at a cost - when a mysterious and flamboyant man arrives in their lives."|"Comedy, Fantasy, Horror"|"http://ia.media-imdb.com/images/M/MV5BMTI5MTgxMzIzMl5BMl5BanBnXkFtZTcwNDA5MTYyMQ@@._V1_SX300.jpg"|"Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer"|"USA"|"English"|"118 min"|1987
"2933"|"The Fan"|"An all star baseball player becomes the unhealthy focus of a down on his luck salesman."|"Action, Drama, Sport"|"http://ia.media-imdb.com/images/M/MV5BMTgyMzQ2NzA5Nl5BMl5BanBnXkFtZTYwMTE4ODI5._V1_SX300.jpg"|"Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo"|"USA"|"English, Spanish"|"116 min"|1996
"2934"|"Chalte Chalte"|"Raj and Priya come from two different strata of society. While Raj owns a small-time transport business and belongs to the economically middle class section of society, Priya belongs to the..."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMjE5NzQ5NzMxOF5BMl5BanBnXkFtZTcwOTIwMDE0MQ@@._V1_SX300.jpg"|"Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah"|"India"|"Hindi"|"167 min"|2003
"2935"|"Moscow Does Not Believe in Tears"|"This is a life story of three girlfriends from youth to autumn ages. Their dreams and wishes, love, disillusions. Different careers. And big late love."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTIyMDcxMjQzMV5BMl5BanBnXkFtZTcwMDEyMDUyMQ@@._V1_SX300.jpg"|"Vera Alentova, Irina Muravyova, Aleksey Batalov, Raisa Ryazanova"|"Soviet Union"|"Russian"|"150 min"|1980
"2936"|"Company"|"A middle-aged ad exec is faced with a new boss who's nearly half his age... and who also happens to be sleeping with his daughter."|"Comedy, Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTQ4Nzc4NTc0NV5BMl5BanBnXkFtZTcwMTkyNjcyMQ@@._V1_SX300.jpg"|"Dennis Quaid, Topher Grace, Scarlett Johansson, Marg Helgenberger"|"USA"|"English"|"109 min"|2004
"2937"|"Earth"|"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help."|"Action, Adventure, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTY3MzQyMjkwMl5BMl5BanBnXkFtZTcwMDk2OTE0OQ@@._V1_SX300.jpg"|"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz"|"USA"|"English"|"100 min"|2013
"2938"|"Wake of Death"|"After his wife is brutally murdered, an ex-cop wages war against the Chinese triads."|"Action, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTcxMjEzOTQzMF5BMl5BanBnXkFtZTYwMDQ3NjY3._V1_SX300.jpg"|"Jean-Claude Van Damme, Simon Yam, Philip Tan, Valerie Tian"|"UK, Germany, France, South Africa"|"Cantonese, English, French"|"91 min"|2004
"2939"|"Jane Eyre"|"A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BNjU0Mjc0NzU3NF5BMl5BanBnXkFtZTcwMTU4OTkwNA@@._V1_SX300.jpg"|"Mia Wasikowska, Jamie Bell, Su Elliot, Holliday Grainger"|"UK, USA"|"French, English"|"120 min"|2011
"2940"|"If These Walls Could Talk 2"|"Trio of stories about lesbian couples in three different decades."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTI4MjcyMjE1M15BMl5BanBnXkFtZTcwMjMzNTcxMQ@@._V1_SX300.jpg"|"Vanessa Redgrave, Marian Seldes, Paul Giamatti, Elizabeth Perkins"|"USA"|"English"|"96 min"|2000
"2941"|"Bandit Queen"|"The movie tells the story of the bandit queen Phoolan Devi who was sent to prison in 1983 and got free in 1994. During five years she was prosecuted by the Indian police and turned into a ..."|"Biography, Crime, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTU5NzM3MzE1OV5BMl5BanBnXkFtZTcwOTI0MjcyMQ@@._V1_SX300.jpg"|"Seema Biswas, Nirmal Pandey, Rajesh Vivek, Raghuvir Yadav"|"UK, India"|"Hindi, Assamese"|"119 min"|1994
"2942"|"Rakht"|"Drishti, a psychic tarot card reader becomes unwittingly mixed up in the disappearance and possible murder of a socialite."|"Horror, Thriller"|"http://ia.media-imdb.com/images/M/MV5BOThiNTQ5NzUtY2U3Ny00MDE1LThiODEtYzY5MmMyYjRhNGJjXkEyXkFqcGdeQXVyMjU4NDY1ODA@._V1_SX300.jpg"|"Sanjay Dutt, Sunil Shetty, Bipasha Basu, Dino Morea"|"India"|"Hindi"|"N/A"|2004
"2943"|"I Am David"|"A 12-year-old boy escapes from a Bulgarian Communist concentration camp and sets out on a journey to reach Denmark."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMTc0MDI3MzgwN15BMl5BanBnXkFtZTcwOTQ2MTcyMQ@@._V1_SX300.jpg"|"Ben Tibber, Jim Caviezel, Joan Plowright, Hristo Shopov"|"USA"|"English"|"90 min"|2003
"2944"|"Love Don't Cost a Thing"|"Highschool loser (Cannon) pays a cheerleader (Milian) to pose as his girlfriend so he can be considered cool. Remake of 1987' Can't Buy Me Love, starring Patrick Dempsey."|"Comedy, Romance, Drama"|"http://ia.media-imdb.com/images/M/MV5BMTUyMTY4NDk2NF5BMl5BanBnXkFtZTcwNzU0MTYyMQ@@._V1_SX300.jpg"|"Nick Cannon, Jordan Burg, Jackie Benoit, George Cedar"|"USA"|"English"|"100 min"|2003
"2945"|"Girlhood"|"A girl with few real prospects joins a gang, reinventing herself and gaining a sense of self confidence in the process. However, she soon finds that this new life does not necessarily make her any happier."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMjA5MDM1ODE5NV5BMl5BanBnXkFtZTgwNjg0MTk5MzE@._V1_SX300.jpg"|"Karidja Touré, Assa Sylla, Lindsay Karamoh, Mariétou Touré"|"France"|"French"|"113 min"|2014
"2946"|"She's Too Young"|"Halifax is hit with an outbreak of STD's among high-school students. Among them is Hannah Vogul, and her horrified mother tries to find out the story of why this is happening."|"Drama"|"http://ia.media-imdb.com/images/M/MV5BMTIzOTExNjQzOV5BMl5BanBnXkFtZTcwNjI4NTcyMQ@@._V1_SX300.jpg"|"Marcia Gay Harden, Alexis Dziena, Mike Erwin, Miriam McDonald"|"USA, Canada"|"English"|"84 min"|2004
"2947"|"Rules: Pyaar Ka Superhit Formula"|"Radha is employed with an advertising agency, and has a chance to see and meet prominent models. She meets her dreamboat, Vikram Verma, on one such day. Needless to state, she is madly in ..."|"N/A"|"http://ia.media-imdb.com/images/M/MV5BYTZlOTg3OGUtMDg5MS00MjBjLTg4MzktNmFjMGI5ZWNmNzhiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg"|"Tanuja, Milind Soman, Meera Vasudevan, Namrata Barua"|"India"|"Hindi"|"N/A"|2003
"2948"|"Chori Chori Chupke Chupke"|"A prostitute agrees to get impregnated and then give the baby to a couple (Raj and Priya) in exchange for a million rupees. Everything changes when she develops feelings for the baby and Raj."|"Drama, Musical, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTY1NzcwMzI1Nl5BMl5BanBnXkFtZTcwMTM2MDAzMQ@@._V1_SX300.jpg"|"Preity Zinta, Salman Khan, Rani Mukerji, Amrish Puri"|"India"|"Hindi"|"160 min"|2001
"2949"|"Kuch Naa Kaho"|"Raj a mere bachelor, who has no intention of marrying is being convinced by his uncle. His uncle passes on the duty to Namrata a married woman whose husband Sanjeev leave her five years ago..."|"Drama, Romance"|"http://ia.media-imdb.com/images/M/MV5BMTYzMjE1Nzg2NV5BMl5BanBnXkFtZTcwODI2ODgzMQ@@._V1_SX300.jpg"|"Aishwarya Rai Bachchan, Abhishek Bachchan, Satish Shah, Suhasini Mulay"|"India"|"Hindi"|"169 min"|2003
"2950"|"A Voice from Heaven"|"N/A"|"Documentary"|"http://ia.media-imdb.com/images/M/MV5BMjA1Mjk4MDA2M15BMl5BanBnXkFtZTcwODczOTYxMQ@@._V1_SX300.jpg"|"Supinder Bedi, Narinder Samra"|"USA"|"N/A"|"60 min"|2001
"2951"|"Head in the Clouds"|"HEAD IN THE CLOUDS is a sweeping romantic drama set in 1930's England, Paris, and Spain. Gilda Bessé shares her Paris apartment with an Irish schoolteacher, Guy Malyon, and Mia, a refugee ..."|"Drama, Romance, War"|"http://ia.media-imdb.com/images/M/MV5BMjE2NDg4NTcxMF5BMl5BanBnXkFtZTcwNjk5NDcyMQ@@._V1_SX300.jpg"|"Charlize Theron, Penélope Cruz, Stuart Townsend, Thomas Kretschmann"|"UK, Canada"|"English, German, French, Spanish"|"132 min"|2004
"2952"|"Sunshine"|"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with."|"Drama, Romance, Sci-Fi"|"http://ia.media-imdb.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg"|"Jim Carrey, Kate Winslet, Gerry Robert Byrne, Elijah Wood"|"USA"|"English"|"108 min"|2004
"2953"|"People I Know"|"A New York press agent must scramble when his major client becomes embroiled in a huge scandal."|"Crime, Drama, Mystery"|"http://ia.media-imdb.com/images/M/MV5BMTU1NDk4MTQ4Ml5BMl5BanBnXkFtZTcwOTM5MzYyMQ@@._V1_SX300.jpg"|"Al Pacino, Kim Basinger, Ryan O'Neal, Téa Leoni"|"USA, Germany"|"English"|"100 min"|2002
"2954"|"Hum Aapke Hain Koun"|"Prem, a top student, is learning the ropes of business under his elder brother Rajesh and his uncle Kailashnath, a big industrialist. In another town, Nisha is studying computer science and..."|"Comedy, Drama, Musical"|"http://ia.media-imdb.com/images/M/MV5BMTI1NDM1NzgyM15BMl5BanBnXkFtZTcwNTA4MTgxMQ@@._V1_SX300.jpg"|"Madhuri Dixit, Salman Khan, Mohnish Bahl, Renuka Shahane"|"India"|"Hindi, Urdu"|"206 min"|1994
